subAccountNumber,customerReference,businessName,propertyName,propertyNumber,outletTelephoneNumber,businessTypeDescription,faxNumber,email,customerWebSite,password,venueId,contactTitle,contactForename,contactSurname,contactPosition,contactTelephoneNumber,contactMobileNumber,contactEmailAddress,newContactId,updatedContactTitle,updatedContactForename,updatedContactSurname,updatedContactPosition,updatedContactTelephoneNumber,updatedContactMobileNumber,updatedContactEmailAddress,numberContacts,numberAgreements,updatedOutletTelephoneNumber,updatedBusinessName
100011700011,5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700835,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701428,5630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701448,5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700835,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700407,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701011,7919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701216,3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701219,3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701233,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701437,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701452,6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701471,7213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701473,6891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701477,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011701481,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700407,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700515,7894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700684,7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700817,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011700846,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
