subAccountNumber,customerReference,businessName,propertyName,propertyNumber,outletTelephoneNumber,businessTypeDescription,faxNumber,email,customerWebSite,password,venueId,contactTitle,contactForename,contactSurname,contactPosition,contactTelephoneNumber,contactMobileNumber,contactEmailAddress,newContactId,updatedContactTitle,updatedContactForename,updatedContactSurname,updatedContactPosition,updatedContactTelephoneNumber,updatedContactMobileNumber,updatedContactEmailAddress,numberContacts,numberAgreements,updatedOutletTelephoneNumber,updatedBusinessName
100059600095,,Virgin Active - Mill Hill East 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600096,,Virgin Active - West London 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600097,,Virgin Active - Stockley Park 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600098,,Virgin Active - Manchester Didsbury 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600099,,Virgin Active - Medway 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600100,,Virgin Active - Bolton 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600101,,Virgin Active - Chigwell 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600102,,Virgin Active - Preston 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600103,,Virgin Active - Canary Riverside 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600104,,Virgin Active - Islington 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600108,,Virgin Active - The Wearside Health & Racquets Club 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600109,,Virgin Active - The Lancashire Health & Racquet Club 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600110,,Virgin Active - The RCB health club 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600111,,Virgin Active - Mayfair 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600112,,Virgin Active - Thundersley 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600113,,Virgin Active - Northampton 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600114,,Virgin Active - South Wimbledon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600115,,Virgin Active - Hammersmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600116,,Virgin Active - Clapham,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600117,,Virgin Active - Mayfair 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600118,,Virgin Active - Thundersley 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600119,,Virgin Active - Solihull,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600120,,Virgin Active - Staines,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600121,,Virgin Active - Edinburgh Omni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600122,,Virgin Active - Birmingham Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600123,,Virgin Active - Twickenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600124,,Virgin Active - Mill Hill East 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600125,,Virgin Active - Northampton 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600126,,Virgin Active - Milton Keynes Head Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600127,,Virgin Active - Barbican Support Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600128,,Virgin Active - Health Club Islington,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600129,,Virgin Active - Health Club Enfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600130,,Virgin Active - Health Club Guildford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600131,,Virgin Active - Health Club Salford Quays,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600132,,Virgin Active - Health Club Weston-Super-Mare,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600133,,Virgin Active - Health Club Sheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600134,,Virgin Active - The Riverside Health & Racquets Club Chiswick 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600135,,Virgin Active - Health Club Kingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600136,,Virgin Active - Health & Racquets Club Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600137,,Virgin Active - The Humberston Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600138,,Virgin Active - The Glamorgan Healthÿ& Racquets Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600139,,Virgin Active - Health Club Wimbledon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600140,,Virgin Active - Health Club Chislehurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600141,,Virgin Active - Health Club Tunbridge Wells 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600142,,Virgin Active - Northwood Technogym,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600143,,Virgin Active - Health Club Swiss Cottage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600144,,Virgin Active - The Norfolk Health & Racquets Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600145,,Virgin Active - Health Club Taunton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600146,,Virgin Active - Health Club Friern Barnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600147,,Virgin Active - Health Club Chiswick Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600148,,Virgin Active - Health Club Romford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600149,,Virgin Active - The Hampshire Health & Racquets Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600150,,Virgin Active - Health Club Bridgend,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600151,,Virgin Active - The Riverside Health & Racquets Club Chiswick 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600152,,Virgin Active - Health Club Leeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600153,,Virgin Active - Health Club Hemel Hempstead 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600154,,Virgin Active - Health Club Bradford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600155,,Virgin Active - Health Club Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600156,,Virgin Active - The Wearside Health & Racquets Club 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600157,,The Brighton Health & Racquets Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600157,,Virgin Active - The Brighton Health and Racquets Club 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600158,,Virgin Active - The Warwickshire Health and Racquets Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600159,,Virgin Active - Health Club Stafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600160,,Virgin Active - The Oxfordshire Health & Racquets Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600161,,Virgin Active - Health Club Harlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600162,,Virgin Active - Surrey Health and Racquets Club 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600163,,Virgin Active - Health Club Cwmbran,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600164,,Virgin Active - Health Club Wolverhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600165,,Virgin Active - The Clearview Health & Racquets Club 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600167,,Virgin Active - Health Club Belfast 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600168,,Virgin Active - Health Club Ilford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600169,,Virgin Active - Thorpe Wood Health & Racquets Club 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600170,,Virgin Active - The RCB Health Club 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600171,,Virgin Active - Health Club Wandsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600172,,Virgin Active - Health Club Denton Parkway,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600173,,Virgin Active - The Lancashire Health & Racquet Club 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600174,,Virgin Active - The Devonshire Health and Racquets Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600175,,Virgin Active - Health Club Rustington 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600176,,Virgin Active - Health Club Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100059600177,,Virgin Active - Wandsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
